product_id,image
1246301,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F8/9B/aba6c1f3-9736-409f-85a8-31e289f113b8.jpg
1323117,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/01/C5/f9f88387-9708-4334-a27a-f491aa6f2a3c.jpg
1362183,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3B/B2/1676816e-c60e-4474-83fa-af23030f5526.jpg
1389734,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3A/F8/0dbadc87-b944-4fe7-8bd5-38523cebcedc.jpg
1207860,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D9/3D/be471c37-478b-493e-8a26-b23e7b9f3eea.jpg
1324618,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B2/70/6e352a2c-f6da-421b-afa3-b13a63adc6ec.jpg
1380090,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/98/A7/8e65b479-173a-424e-9357-10c5fc68d14b.jpg
1377196,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/EB/B3/0f68ec1d-5312-4f92-b032-dd6ac8586e80.jpg
1333807,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/66/7E/7f66b900-805a-40ae-af29-19a3b5ca7c96.jpg
1236791,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/FD/B4/4e2487bf-a7a6-4e27-b5fd-12e439b1edeb.jpg
1280225,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E2/EC/c6199789-0148-4107-809f-6b361773156b.jpg
1337835,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0E/6D/a75656b6-a53d-4755-bdb7-7c885da8e2cc.jpg
1397086,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DE/53/f272d3d3-d68a-4411-8e4b-c5181648be77.jpg
1337765,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/D4/E7/5c7cd8c7-0fd3-449d-b7ec-84a666fa9ef9.jpg
1547474,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/9B/12/95837218-ed3d-4635-b9b9-8a7cb385bde6.jpg
1261819,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/70/88/0bd52799-e300-496d-ae0b-4acb32de68e6.jpg
1322095,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/FF/D0/bc9c4342-ffd6-428e-87a1-148593a14028.jpg
1166877,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/72/47/f6bfb251-6f9c-4cd1-9e2e-5b92de2c0830.jpg
1329912,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F4/84/8eefdca3-379e-4c8b-a1cc-608b740ba7f3.jpg
1308115,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/22/0A/673e3fe7-cfe9-4d25-995c-3c3fbc7b286c.jpg
1388543,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C2/2F/bd2b3130-8da7-4d69-a655-a0992236acd1.jpg
1203664,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/E0/52/47e0ab9b-61ad-4e8a-b1ec-e36673f7bb13.jpg
1199531,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/1F/2B/4653f3c1-f88f-493d-bc9e-d4cffcf8a005.JPG
1160153,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/C3/4F/8c3e0a59-a490-467b-bfa1-434c77eb70bc.jpg
1363819,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E4/00/6a73fba3-c8b5-4533-9784-3c0e894d4533.jpg
1400051,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/38/52/a1a1f83f-05eb-4afe-8e3f-fbf46ebc44b2.jpg
1350752,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A6/97/606faccd-b8f3-4cd4-9df5-a45048424597.jpg
1292507,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E9/70/5d9fce30-db42-4b4e-a6c4-5935305a4008.jpg
1440233,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/50/4C/bb4fd266-439e-4005-b62d-67f3ea71b764.jpg
1378171,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/07/1F/4bb39aad-a1fa-4a57-9854-6d00557a85cf.jpg
1127902,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/66/3B/ceab600f-daba-4351-96ab-21e986e1b24e.jpg
1292778,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/E5/57/bf74c70e-b029-4ddc-b432-984035a4eab2.jpg
1282276,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/21/96/8f1ce728-e338-4597-a933-9bc83dca8748.jpg
1174623,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/72/2B/7cca30d8-cb92-4c94-8f89-411e9f6e7eb1.jpg
1120679,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/09/87/ad30a4e8-3475-4db7-8f30-d95a85a357a4.jpg
1435620,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D9/67/bdcc774d-1979-4a8d-9781-d2e9f34761c0.jpg
1423564,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/20/CC/fa9fc012-1229-4fe9-9fe1-0b5b4fcd202f.jpg
1432233,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2F/BC/b34a3577-1ae6-4a43-a2f9-7f39a245bd47.jpg
1301757,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/31/78/71fc8bdc-bc56-4dff-a5f1-acb777febe91.jpg
